"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"IHT","InnSuites Hospitality Trust","1.77","16944519.75","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/iht",
"NSPR","InspireMD Inc.","0.1775","6674716.2125","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nspr",
"NSPR.WS","InspireMD Inc.","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nspr.ws",
"NSPR.WS.B","InspireMD Inc.","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nspr.ws.b",
"IDN","Intellicheck, Inc.","2.66","41599114.9","n/a","1999","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/idn",
"INS","Intelligent Systems Corporation","18.5","163132778","n/a","1992","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ins",
"THM","International Tower Hill Mines Ltd","0.6","112194409.8","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/thm",
"INTT","inTest Corporation","7.65","80248178.7","n/a","1997","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/intt",
"INUV","Inuvo, Inc","1.27","43278582.48","n/a","n/a","Consumer Services","Advertising","https://www.nasdaq.com/symbol/inuv",
"VKI","Invesco Advantage Municipal Income Trust II","10.65","472770018.15","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vki",
"ISR","IsoRay, Inc.","0.385","25922491.595","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/isr",
"ISDR","Issuer Direct Corporation","12.7129","48684965.8788","n/a","n/a","Miscellaneous","Publishing","https://www.nasdaq.com/symbol/isdr",
"ITP","IT Tech Packaging, Inc.","0.75","16488612","n/a","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/itp",
"KIQ","Kelso Technologies Inc","0.63","29717154.18","n/a","n/a","Capital Goods","Railroads","https://www.nasdaq.com/symbol/kiq",
"LTS","Ladenburg Thalmann Financial Services Inc","2.99","438396843.82","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/lts",
"LTS^A","Ladenburg Thalmann Financial Services Inc","24.08","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lts^a",
"LTSK","Ladenburg Thalmann Financial Services Inc","24.68","0","n/a","2018","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ltsk",
"LTSL","Ladenburg Thalmann Financial Services Inc","23.65","0","n/a","2017","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ltsl",
"LTSF","Ladenburg Thalmann Financial Services Inc.","23.8777","0","n/a","2018","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ltsf",
"LEVB","Level Brands, Inc.","4.76","48053894.56","n/a","2017","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/levb",
"LGL","LGL Group, Inc. (The)","7.033","33931847.846","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lgl",
"LBY","Libbey, Inc.","3.45","76408064.25","n/a","1993","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lby",
"LLEX","Lilis Energy, Inc.","2","143939630","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/llex",
"LIQT","LiqTech International, Inc.","2","145811094","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/liqt",
"MAG","MAG Silver Corporation","9.58","819468180.08","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/mag",
"MJCO","Majesco","7.61","279093112.42","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mjco",
"MHH","Mastech Digital, Inc","6.75","74140218","n/a","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/mhh",
"MTNB","Matinas Biopharma Holdings, Inc.","1.03","115757157.7","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtnb",
"MNI","McClatchy Company (The)","5.69","44432305.29","n/a","1988","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/mni",
"IPB","Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificate","26.54","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/ipb",
"MXC","Mexco Energy Corporation","4.04","8242270.64","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/mxc",
"CCA","MFS California Insured Municipal Trust","11.14","31039103.5","n/a","1999","n/a","n/a","https://www.nasdaq.com/symbol/cca",
"MICR","Micron Solutions, Inc.","2.6435","7549627.1635","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/micr",
"MLSS","Milestone Scientific, Inc.","0.3398","11493973.1998","n/a","2015","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/mlss",
"MYO","Myomo Inc.","1.27","15926946.81","n/a","2017","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/myo",
"NNVC","NanoViricides, Inc.","0.4011","27829521.3","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/nnvc",
"ATEST","NASDAQ TEST STOCK","25","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/atest",
"ATEST.A","NASDAQ TEST STOCK","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/atest.a",
"ATEST.B","NASDAQ TEST STOCK","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/atest.b",
"ATEST.C","NASDAQ TEST STOCK","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/atest.c",
"NHC","National HealthCare Corporation","83.52","1272281374.08","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/nhc",
"NAVB","Navidea Biopharmaceuticals, Inc.","0.17","30921419","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/navb",
"NTIP","Network-1 Technologies, Inc.","2.56","60813237.76","n/a","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/ntip",
"NBW","Neuberger Berman California Municipal Fund Inc","12.6","69942600","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/nbw",
"NHS","Neuberger Berman High Yield Strategies Fund","11.18","218463740.3","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nhs",
"NML","Neuberger Berman MLP Income Fund Inc.","7.69","435707156.32","n/a","2013","n/a","n/a","https://www.nasdaq.com/symbol/nml",
"NBH","Neuberger Berman Municipal Fund Inc.","14.03","263820120","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/nbh",
"NBO","Neuberger Berman New York Municipal Fund Inc.","11.69","59350130","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/nbo",
"NRO","Neuberger Berman Real Estate Securities Income Fund, Inc.","4.84","229511202.8","n/a","2003","n/a","n/a","https://www.nasdaq.com/symbol/nro",
"UWN","Nevada Gold & Casinos, Inc.","2.49","44236772.28","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/uwn",
"NSU","Nevsun Resources Ltd","4.53","1403167069.65","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/nsu",
"GBR","New Concept Energy, Inc","1.75","8980886.25","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/gbr",
"NEN","New England Realty Associates Limited Partnership","59.5","222028712.5","n/a","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/nen",
"NGD","New Gold Inc.","0.8895","515123051.3445","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/ngd",
"NXE","Nexgen Energy Ltd.","1.75","614664858.5","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/nxe",
"HLTH","Nobilis Health Corp.","0.42","32865196.98","n/a","2015","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/hlth",
"NAK","Northern Dynasty Minerals, Ltd.","0.9271","290569694.2976","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/nak",
"NOG","Northern Oil and Gas, Inc.","2.42","922215601.34","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/nog",
"NBY","NovaBay Pharmaceuticals, Inc.","1.5219","26008211.7576","n/a","2007","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nby",
"NG","Novagold Resources Inc.","3.84","1246667089.92","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/ng",
"NRCG","NRC Group Holdings Corp.","9.35","345038786.4","n/a","2017","Basic Industries","Environmental Services","https://www.nasdaq.com/symbol/nrcg",
"NRCG.WS","NRC Group Holdings Corp.","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nrcg.ws",
"NTN","NTN Buzztime, Inc.","3.62","10401490.8","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/ntn",
"NES","Nuverra Environmental Solutions, Inc.","10.98","171452491.38","n/a","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/nes",
"OCX","OncoCyte Corporation","4","207891320","n/a","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/ocx",
"OGEN","Oragenics Inc.","0.9292","27349269.042","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ogen",
"TIS","Orchids Paper Products Company","1.15","12270900.2","n/a","2005","Basic Industries","Paper","https://www.nasdaq.com/symbol/tis",
"ORM","Owens Realty Mortgage, Inc.","22.45","190440656","n/a","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/orm",
"PCG^A","Pacific Gas & Electric Co.","21.65","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^a",
"PCG^B","Pacific Gas & Electric Co.","19.36","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^b",
"PCG^C","Pacific Gas & Electric Co.","17.5","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^c",
"PCG^D","Pacific Gas & Electric Co.","17.5446","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^d",
"PCG^E","Pacific Gas & Electric Co.","17.3564","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^e",
"PCG^G","Pacific Gas & Electric Co.","17.301","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^g",
"PCG^H","Pacific Gas & Electric Co.","17.89","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^h",
"PCG^I","Pacific Gas & Electric Co.","17.86","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^i",
"PTN","Palatin Technologies, Inc.","0.8111","164704747.2619","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ptn",
"PZG","Paramount Gold Nevada Corp.","0.9729","25801263.2466","n/a","2015","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/pzg",
"PRK","Park National Corporation","100.29","1574370271.62","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/prk",
"PED","Pedevco Corp.","2.1","31887334.5","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ped",
"PFNX","Pfenex Inc.","4.08","128359733.52","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pfnx",
"HNW","Pioneer Diversified High Income Trust","13.87","115575797.3","n/a","2007","n/a","n/a","https://www.nasdaq.com/symbol/hnw",
"PLAG","Planet Green Holdings Corp","2.67","11718.63","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/plag",
"PLG","Platinum Group Metals Ltd.","1.5","49193836.5","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/plg",
"PLYM","Plymouth Industrial REIT, Inc.","15.6","75221265.6","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/plym",
"PLYM^A","Plymouth Industrial REIT, Inc.","24.55","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/plym^a",
"PLM","Polymet Mining Corp.","0.7102","228109187.0038","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/plm",
"PW","Power REIT","5.67","10603688.13","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/pw",
"PW^A","Power REIT","25.3","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pw^a",
"PLX","Protalix BioTherapeutics, Inc.","0.4706","69825237.8226","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/plx",
"RLGT","Radiant Logistics, Inc.","5.95","294591330.6","n/a","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/rlgt",
"RFL","Rafael Holdings, Inc.","16.5","207463740","n/a","2018","Finance","Real Estate","https://www.nasdaq.com/symbol/rfl",
"UTG","Reaves Utility Income Fund","31.94","1554519831.94","n/a","2004","n/a","n/a","https://www.nasdaq.com/symbol/utg",
"REED","Reeds, Inc.","2.7","69421884.3","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/reed",
"RHE","Regional Health Properties, Inc.","1.17","1968255.9","n/a","2017","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/rhe",
"RHE^A","Regional Health Properties, Inc.","3.84","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rhe^a",
"RCG","RENN Fund, Inc.","1.73","10296883.88","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rcg",
"RVP","Retractable Technologies, Inc.","0.7521","24568440.0534","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/rvp",
"RNN","Rexahn Pharmaceuticals, Inc.","0.575","27759516.5","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rnn",
"REI","Ring Energy, Inc.","6.12","370511789.04","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/rei",
"RIF","RMR Real Estate Income Fund","18.19","185574543.71","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rif",
"SACH","Sachem Capital Corp.","4.5","69473794.5","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sach",
"SNMP","Sanchez Midstream Partners LP","2.85","46138439.1","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/snmp",
"SAND          ","Sandstorm Gold Ltd","5.78","1045611132.4","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/sand",
"SEB","Seaboard Corporation","3870.16","4530215788","n/a","1996","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/seb",
"SENS","Senseonics Holdings, Inc.","2.68","473958996.96","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/sens",
"SVT","Servotronics, Inc.","11.625","30024736.125","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/svt",
"SMTS","Sierra Metals Inc.","1.71","279392151.33","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/smts",
"SIF","SIFCO Industries, Inc.","2.7506","15650746.2134","n/a","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/sif",
"SVM","Silvercorp Metals Inc.","2.63","446263765.2","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/svm",
"SILV","SilverCrest Metals Inc.","3.74","319067022.12","n/a","2018","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/silv",
"XPL","Solitario Zinc Corp.","0.2981","17348336.7046","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/xpl",
"SCE^B","Southern California Edison Company","18.59","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^b",
"SCE^C","Southern California Edison Company","18.1","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^c",
"SCE^D","Southern California Edison Company","19.0655","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^d",
"SCE^E","Southern California Edison Company","20.746","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^e",
"SGB","Southwest Georgia Financial Corporation","20.219","51473044.944","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sgb",
"LOV","Spark Networks, Inc.","10.51","136505666.7","n/a","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/lov",
"SRCI","SRC Energy Inc.","4.77","1157205954.33","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/srci",
"SDI","Standard Diversified Inc.","14.845","254015956.985","n/a","n/a","Consumer Non-Durables","Tobacco","https://www.nasdaq.com/symbol/sdi",
"SSY","SunLink Health Systems, Inc.","1.29","9090390.06","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/ssy",
"SDPI","Superior Drilling Products, Inc.","1.56","38299527.24","n/a","2014","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/sdpi",
"SYN","Synthetic Biologics, Inc","0.6538","8815823.5088","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/syn",
"TKAT","Takung Art Co., Ltd.","0.7344","8244392.76","n/a","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/tkat",
"TALO.WS","Talos Energy, Inc.","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/talo.ws",
"TRX","Tanzanian Royalty Exploration Corporation","0.575","76748476.9","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/trx",
"TGB","Taseko Mines Limited","0.6199","152328782.6581","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/tgb",
"TIK","Tel-Instrument Electronics Corp.","3.8","12372370.6","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/tik",
"TGC","Tengasco, Inc.","0.98","10426504.2","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tgc",
"GLU","The Gabelli Global Utility and Income Trust","18.51","76100107.47","n/a","2004","n/a","n/a","https://www.nasdaq.com/symbol/glu",
"GLU^A","The Gabelli Global Utility and Income Trust","46.79","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/glu^a",
"GLU^B","The Gabelli Global Utility and Income Trust","52.25","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/glu^b",
"GGO","The Gabelli Go Anywhere Trust","15.8","25463422.2","n/a","2016","n/a","n/a","https://www.nasdaq.com/symbol/ggo",
"GGO^A","The Gabelli Go Anywhere Trust","42","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ggo^a",
"TDW.WS","Tidewater Inc.","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tdw.ws",
"TMP","Tompkins Financial Corporation","80.44","1224784266.4","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tmp",
"TAT","Transatlantic Petroleum Ltd","1.2","62904747.6","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tat",
"TRXC","TransEnterix, Inc.","3.13","676453828.42","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/trxc",
"TMQ","Trilogy Metals Inc.","2.15","283838334.5","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/tmq",
"TPHS","Trinity Place Holdings Inc.","4.15","131336228.6","n/a","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/tphs",
"TRT","Trio-Tech International","3.3488","12082654.584","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/trt",
"UFAB","Unique Fabricating, Inc.","4.36","42609351.32","n/a","2015","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/ufab",
"UAMY","United States Antimony Corporation","0.52","35478128.92","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/uamy",
"UUU","Universal Security Instruments, Inc.","1.39","3214912.93","n/a","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/uuu",
"UQM","UQM Technologies Inc.","1.66","90083948.74","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/uqm",
"URG","Ur Energy Inc","0.7399","118183785.2797","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/urg",
"UEC","Uranium Energy Corp.","1.36","241692740","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/uec",
"VHC","VirnetX Holding Corp","5.16","344495108.88","n/a","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/vhc",
"VGZ","Vista Gold Corporation","0.8562","85849599.4482","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/vgz",
"VNRX","VolitionRX Limited","2.92","103179303.76","n/a","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/vnrx",
"VISI","Volt Information Sciences, Inc.","4.14","87730864.2","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/visi",
"EAD","Wells Fargo Income Opportunities Fund","7.77","535755602.55","n/a","2003","n/a","n/a","https://www.nasdaq.com/symbol/ead",
"ERC","Wells Fargo Multi-Sector Income Fund","12","393923904","n/a","2003","n/a","n/a","https://www.nasdaq.com/symbol/erc",
"ERH","Wells Fargo Utilities and High Income Fund","12.642","116976602.988","n/a","2004","n/a","n/a","https://www.nasdaq.com/symbol/erh",
"WRN","Western Copper and Gold Corporation","0.65","65509600.65","n/a","2011","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/wrn",
"WYY","WidePoint Corporation","0.4653","38974667.0544","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/wyy",
"WTT","Wireless Telecom Group,  Inc.","1.8","37899453.6","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/wtt",
"XTNT","Xtant Medical Holdings, Inc.","3.57","47021708.79","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/xtnt",
"YUMA","Yuma Energy, Inc.","0.132","3068176.716","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/yuma",
"ZDGE","Zedge, Inc.","1.8824","19407971.3048","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/zdge",
"ZOM","Zomedica Pharmaceuticals Corp.","0.7","70785346.1","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/zom",
